,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
51,52,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0.111,0.084,0.13846082840600815,0.00019877675820715928,24,0.0,9.561643835616438,6,0,1745,11155,14,6
52,53,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0.22,0.052,0.6176447880706322,0.00030323299854712044,25,0.0,10.0,6,0,1750,10159,9,6
53,54,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0.171,0.073,0.40163769820615497,0.0003008631315649037,21,0.0,8.564705882352941,6,0,1456,8722,13,6
54,55,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0.284,0.032,0.7974658308043331,0.0007821782158856974,13,0.0,5.290909090909091,6,0,873,4866,8,6
55,56,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0.201,0.022,0.802686983466442,0.0003358433729881877,25,0.0,10.133333333333333,6,0,1444,8018,12,6
56,57,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0.356,0.049,0.7580228196967416,0.0017608695575614367,30,0.0,11.875,6,0,475,2709,1,6
57,58,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0.21,0.034,0.7213085192273802,0.0002565720291729001,24,0.0,9.64776119402985,6,0,1616,9961,54,6
58,59,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0.258,0.261,-0.005780335683360923,0.001027722770242133,15,0.0,5.901449275362319,6,0,1018,5834,14,6
59,60,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0.284,0.071,0.5999983098639159,0.00061206896446195,16,0.0,6.316666666666666,6,0,1137,6350,8,6
60,61,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0.226,0.155,0.18635121692593987,0.0006557659196974769,22,0.0,8.817391304347828,6,0,1014,6032,26,6
61,62,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0.181,0.081,0.38167793252697507,0.0004171974515649722,16,0.0,6.525373134328358,6,0,1093,6905,14,6
62,63,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0.255,0.271,-0.030418193121305878,0.0010115384595931953,16,0.0,6.418461538461539,6,0,1043,6002,14,6
63,64,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0.224,0.111,0.33731242593305694,0.0009305555529706791,20,0.0,8.121212121212123,6,0,670,4006,5,6
64,65,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0.193,0.112,0.2655728997609844,0.0019182389816462958,29,0.0,11.72,6,0,293,1770,6,6
65,66,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0.198,0.11,0.2857133580735128,0.000699999998409091,32,0.0,12.886956521739132,6,0,741,4707,13,6
66,67,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0.106,0.129,-0.09787192394925982,0.00033812949591636044,21,0.0,8.526315789473683,6,0,1215,7537,11,6
67,68,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0.157,0.111,0.17164115059272167,0.00012749762125237982,13,0.0,5.20483870967742,6,0,3227,20796,67,6
68,69,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0.192,0.064,0.49999804688262944,0.00027176220777944566,21,0.0,8.419277108433736,6,0,1747,10575,28,6
69,70,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0.158,0.132,0.0896548632590922,0.0003141928490637131,24,0.0,9.516129032258064,7,0,1475,9784,23,7
70,71,https://insights.blackcoffer.com/human-rights-outlook/,0.2,0.0,0.9999950000249999,0.002666666631111112,24,0.0,9.733333333333334,6,0,146,818,2,6
71,72,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0.264,0.012,0.913040170144311,0.0005884861394701788,23,0.0,9.254054054054055,6,0,856,5140,8,6
72,73,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0.163,0.073,0.38135431629527,0.00025240641684234606,16,0.0,6.283760683760684,6,0,1838,10930,19,6
73,74,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0.238,0.034,0.7499972426571961,0.00028511530368436553,20,0.0,7.976470588235294,6,0,1695,10224,21,6
74,75,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0.17,0.098,0.26865571397121657,0.0004371941265298628,23,0.0,9.243478260869566,6,0,1063,6478,17,6
75,76,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0.108,0.112,-0.018181735537565753,0.00021803766083445226,23,0.0,9.232876712328768,7,0,1685,10975,42,7
76,77,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0.176,0.169,0.020289796261460054,0.0006295620426467845,20,0.0,7.925000000000001,6,0,951,5880,13,6
77,78,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0.192,0.166,0.07262549545950989,0.0005637795266712133,17,0.0,6.861971830985915,6,0,1218,7173,12,6
78,79,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0.183,0.081,0.3863621728705573,0.0004392678861243463,31,0.0,12.233333333333334,6,0,1101,6635,15,6
79,80,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0.15,0.135,0.052631394275809505,0.0003840970345227803,19,0.0,7.685245901639345,6,0,1172,7571,48,6
80,81,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0.182,0.034,0.6851820130462358,0.0022499999765625005,23,0.0,9.3,6,0,186,1050,1,6
81,82,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0.157,0.164,-0.02180678564864286,0.0005211038952579483,19,0.0,7.5793103448275865,6,0,1099,6507,12,6
82,83,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0.142,0.159,-0.05647821768033999,0.000829201099644074,18,0.0,7.345454545454546,6,0,606,3896,15,6
83,84,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0.126,0.185,-0.1897100009324729,0.00046766917222906894,22,0.0,8.870588235294118,6,0,1131,7119,13,6
84,85,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0.158,0.155,0.00958463391490763,0.0005928030291802973,28,0.0,11.18974358974359,6,0,1091,6266,10,6
85,86,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0.079,0.0,0.9999873419323806,0.000797979789919396,37,0.0,14.8,7,0,148,963,7,7
86,87,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0.24,0.049,0.6608973671371381,0.000929260447172796,19,0.0,7.406896551724138,6,0,537,3181,19,6
87,88,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0.144,0.207,-0.17948666812915065,0.0006815533967348478,29,0.0,11.65,6,0,932,5838,12,6
88,89,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,0.232,0.144,0.234041930739546,0.0011124260322117573,24,0.0,9.706666666666667,5,0,728,3856,12,5
89,90,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0.138,0.162,-0.0799997333342222,0.0004792332260715125,21,0.0,8.440816326530614,6,0,1034,6567,25,6
90,91,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0.116,0.176,-0.2054787483604508,0.0005095986029500897,20,0.0,8.125490196078431,6,0,1036,6581,15,6
91,92,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,0.186,0.143,0.1306986908854381,0.0005358306180198197,21,0.0,8.352,6,0,1044,6558,20,6
92,93,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,0.176,0.114,0.21379236623321987,0.0006373626359618403,24,0.0,9.494117647058824,6,0,807,4891,16,6
93,94,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0.206,0.148,0.1638413450809461,0.00041403508723504665,21,0.0,8.58082191780822,6,0,1566,9271,30,6
94,95,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,0.151,0.108,0.16602252500955594,0.00029633867242981847,20,0.0,8.19718309859155,6,0,1455,9327,39,6
95,96,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,0.134,0.147,-0.046263180558076246,0.0006175824162250937,36,0.0,14.583333333333336,5,0,875,4667,16,5
96,97,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,0.157,0.167,-0.030864102271289315,0.00031795878280867635,26,0.0,10.241176470588236,6,0,1741,10971,14,6
97,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,0.227,0.138,0.24383494839740166,0.0005812101901573086,16,0.0,6.58421052631579,6,0,1251,7026,20,6
98,99,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,0.162,0.151,0.03514365768799464,0.0015728643137041995,17,0.0,6.800000000000001,7,0,323,2196,11,7
99,100,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0.12,0.171,-0.17525712970058527,0.0002201210285778207,23,0.0,9.031578947368422,6,0,2145,13574,75,6
100,101,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0.243,0.143,0.2590666863557349,0.0005019505845228211,26,0.0,10.215873015873017,6,0,1609,8853,24,6
101,102,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0.158,0.159,-0.0031545641811855513,0.000321501013872717,18,0.0,7.055670103092784,6,0,1711,10425,56,6
102,103,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0.186,0.151,0.10385725858380244,0.0003256038644197063,23,0.0,9.371428571428572,6,0,1804,11139,36,6
103,104,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,0.154,0.152,0.006535926353181859,0.0005503597112403603,18,0.0,7.237037037037037,6,0,977,6116,34,6
104,105,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,0.174,0.05,0.5535689572814407,0.00022288557191752677,30,0.0,12.052459016393442,6,0,1838,11509,22,6
105,106,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,0.11,0.13,-0.08333298611255788,0.0005139186284498531,27,0.0,10.877419354838711,6,0,843,5207,25,6
106,107,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,0.129,0.224,-0.26912105064858177,0.00046754966825490106,22,0.0,8.846666666666668,6,0,1327,8318,28,6
107,108,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,0.263,0.118,0.38057642893325744,0.002458064500270552,21,0.0,8.428571428571429,6,0,295,1787,3,6
108,109,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0.084,0.047,0.2824405920565492,0.000471223019887687,20,0.0,7.800000000000001,6,0,468,3016,4,6
109,110,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0.122,0.14,-0.06870202785485559,0.00023948811678291761,34,0.0,13.456000000000001,6,0,1682,10554,32,6
110,111,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,0.232,0.046,0.6690623415023687,0.00027281648648398775,24,0.0,9.701408450704227,6,0,1722,10760,13,6
111,112,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,0.144,0.086,0.25217281663992763,0.0002784503628590189,23,0.0,9.258064516129032,6,0,1435,8681,16,6
112,113,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0.261,0.1,0.44598214409378373,0.0008514150923315682,26,0.0,10.353846153846154,7,0,673,4581,9,7
113,114,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,0.163,0.144,0.0618890492213381,0.001534999992325,33,0.0,13.16,6,0,329,2122,5,6
114,115,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0.178,0.091,0.32341887204880276,0.0014540540461943025,23,0.0,9.226666666666667,6,0,346,1934,7,6
115,116,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0.1,0.187,-0.3031348322828143,0.0014422110480290904,30,0.0,11.82857142857143,6,0,414,2403,4,6
116,117,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0.076,0.151,-0.3303950202862543,0.0017196969566689623,26,0.0,10.488888888888889,6,0,236,1429,0,6
117,118,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0.103,0.182,-0.27719200985259707,0.0020070422393870264,18,0.0,7.040000000000001,6,0,264,1593,1,6
118,119,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0.138,0.0,0.999992753675698,0.0014081632509371099,11,0.0,4.228571428571429,7,0,148,1035,9,7
119,120,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,0.133,0.2,-0.20120059699520423,0.0006224299053786358,19,0.0,7.550000000000001,6,0,906,5690,26,6
120,121,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0.144,0.174,-0.09433932597696236,0.0012569169910793792,29,0.0,11.625,6,0,465,2776,13,6
121,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0.148,0.117,0.1169806906389032,0.000261599210008293,22,0.0,8.741463414634147,6,0,1792,11262,80,6
122,123,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0.19,0.152,0.11111078622577131,0.000991304344952741,19,0.0,7.6875,6,0,615,3768,11,6
123,124,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0.182,0.053,0.5489338343241092,0.0003730158724237843,20,0.0,7.962962962962964,6,0,1075,6932,30,6
124,125,https://insights.blackcoffer.com/blockchain-in-fintech/,0.167,0.038,0.6292652230964727,0.0005150753755902629,22,0.0,8.872727272727273,6,0,732,4544,3,6
125,126,https://insights.blackcoffer.com/blockchain-for-payments/,0.178,0.079,0.38521250890074354,0.00046223021499598884,17,0.0,6.966037735849056,6,0,923,5783,13,6
126,127,https://insights.blackcoffer.com/the-future-of-investing/,0.195,0.032,0.7180585107554592,0.00035413416481414327,21,0.0,8.301886792452832,6,0,1100,6912,14,6
127,128,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,0.147,0.145,0.0068492916120150345,0.0004424242417539026,16,0.0,6.327777777777778,6,0,1139,6986,16,6
128,129,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,0.31,0.027,0.8397601194061738,0.001027439021257808,23,0.0,9.056000000000001,7,0,566,3781,4,7
129,130,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,0.261,0.112,0.3994627360248365,0.0006300675665032642,16,0.0,6.5,6,0,1040,6355,7,6
130,131,https://insights.blackcoffer.com/obstacles-to-data-driven-healthcare/,0.152,0.091,0.251027773548257,0.0004016528918980944,28,0.0,11.255555555555556,6,0,1013,6179,12,6
131,132,https://insights.blackcoffer.com/monetization-of-data-innovate-to-harvest-the-full-value-of-data/,0.25,0.012,0.9083934794142007,0.0005424430630591241,19,0.0,7.6761904761904765,6,0,806,5169,7,6
132,133,https://insights.blackcoffer.com/traceability-of-information-master-your-data-capital/,0.132,0.04,0.5348806111592374,0.0003038869252581503,20,0.0,7.897872340425533,7,0,928,6185,7,7
133,134,https://insights.blackcoffer.com/bank-risk-management-india/,0.214,0.129,0.24781268859274463,0.0007221052616376731,17,0.0,6.927659574468085,6,0,814,4852,54,6
134,135,https://insights.blackcoffer.com/advance-analytics-for-refocusing-profits/,0.27,0.049,0.6927877969034582,0.000412677877861995,18,0.0,7.0647887323943666,7,0,1254,8325,7,7
135,136,https://insights.blackcoffer.com/role-of-big-data-analytics-banking-and-finance/,0.212,0.094,0.3856196548377293,0.0006442105249595568,18,0.0,7.352380952380952,6,0,772,4824,18,6
136,137,https://insights.blackcoffer.com/mitigating-bank-risk-management/,0.183,0.229,-0.11165021444122711,0.0018149779655727844,22,0.0,8.6,6,0,387,2362,4,6
137,138,https://insights.blackcoffer.com/future-of-bank-risk-management/,0.224,0.214,0.02283099810274408,0.0010045871536592038,23,0.0,9.062857142857144,6,0,793,4753,7,6
138,139,https://insights.blackcoffer.com/advanced-analytics-redefining-banking/,0.194,0.032,0.7168109875620019,0.00024889867813997945,29,0.0,11.60727272727273,6,0,1596,9937,10,6
139,140,https://insights.blackcoffer.com/marketing-analytics-needs/,0.234,0.011,0.9102003665291162,0.0003028430156948789,23,0.0,9.1,6,0,1456,9228,10,6
